tag_name,tag,opacity,fill_h_cos,fill_h_sin,fill_s_n,fill_l_n,fill_luv_l,fill_luv_u,fill_luv_v,stroke_h_cos,stroke_h_sin,stroke_s_n,stroke_l_n,stroke_luv_l,stroke_luv_u,stroke_luv_v,stroke_width,bbox_left_n,bbox_right_n,bbox_top_n,bbox_bottom_n,bbox_center_x_n,bbox_center_y_n,bbox_width_n,bbox_height_n,bbox_fill_area,bbox_stroke_area,spatial_mds_1,spatial_mds_2
svg/g/g_1/g_2/g_3/g_5/path_15,0.75,0.7071067811865476,0.07279029772675538,0.24020802498228377,0.3770491803278688,0.4784313725490195,0.4924730515152571,0.3184312492350713,0.36231201135306,0.0,0.0,0.0,0.0,0.0,0.15,0.15,0.0,0.46875,0.5,0.989422907825607,1.0,0.48437499999999994,0.9947114539128036,0.031249999999999993,0.010577092174392944,0.0,0.0,0.3538083414236883,0.4298404725694144
svg/g/g_1/g_2/g_3/g_5/path_14,0.75,0.7071067811865476,0.07279029772675538,0.24020802498228377,0.3770491803278688,0.4784313725490195,0.4924730515152571,0.3184312492350713,0.36231201135306,0.0,0.0,0.0,0.0,0.0,0.15,0.15,0.0,0.234375,0.26562500000000006,0.9875202791909723,1.0,0.25000000000000006,0.9937601395954861,0.03125000000000002,0.012479720809027794,0.0,0.0,0.5145256398272121,0.1973866577998256
svg/g/g_1/g_2/g_3/g_5/path_13,0.75,0.7071067811865476,0.07279029772675538,0.24020802498228377,0.3770491803278688,0.4784313725490195,0.4924730515152571,0.3184312492350713,0.36231201135306,0.0,0.0,0.0,0.0,0.0,0.15,0.15,0.0,0.39062500000000006,0.42187500000000006,0.9976752454889352,1.0,0.40625,0.9988376227444676,0.031249999999999993,0.002324754511065064,0.0,0.0,0.403530419002592,0.34611360136549074
svg/g/g_1/g_2/g_3/g_4/path_12,0.75,0.7071067811865476,0.9347786682026773,0.7469159972053376,0.9170124481327799,0.5274509803921569,0.667162808103579,0.6335177549519964,0.765486173601939,0.0,0.0,0.0,0.0,0.0,0.15,0.15,0.0,0.031250000000000014,0.06250000000000001,0.9530193363823878,1.0,0.046875000000000014,0.976509668191194,0.03125,0.0469806636176122,0.0,0.0,0.6696917736824428,0.020996810801237165
svg/g/g_1/g_2/g_3/g_4/path_11,0.75,0.7071067811865476,0.9347786682026773,0.7469159972053376,0.9170124481327799,0.5274509803921569,0.667162808103579,0.6335177549519964,0.765486173601939,0.0,0.0,0.0,0.0,0.0,0.15,0.15,0.0,0.5781250000000001,0.609375,0.650993062412614,1.0,0.59375,0.8254965312063071,0.031249999999999927,0.3490069375873861,0.0,0.0,0.41873045538098513,0.7703288599647949
svg/g/g_1/g_2/g_3/g_4/path_10,0.75,0.7071067811865476,0.9347786682026773,0.7469159972053376,0.9170124481327799,0.5274509803921569,0.667162808103579,0.6335177549519964,0.765486173601939,0.0,0.0,0.0,0.0,0.0,0.15,0.15,0.0,0.34375,0.37500000000000006,0.5327152317254352,1.0,0.359375,0.7663576158627176,0.031250000000000056,0.467284768274565,0.0,0.0,0.6290203636935314,0.6207862330286009
svg/g/g_1/g_2/g_3/g_4/path_9,0.75,0.7071067811865476,0.9347786682026773,0.7469159972053376,0.9170124481327799,0.5274509803921569,0.667162808103579,0.6335177549519964,0.765486173601939,0.0,0.0,0.0,0.0,0.0,0.15,0.15,0.0,0.7343750000000001,0.7656250000000001,0.965320504336468,1.0,0.7500000000000002,0.9826602521682339,0.031250000000000056,0.0346794956635323,0.0,0.0,0.18047598760582,0.7063802710375147
svg/g/g_1/g_2/g_3/g_4/path_8,0.75,0.7071067811865476,0.9347786682026773,0.7469159972053376,0.9170124481327799,0.5274509803921569,0.667162808103579,0.6335177549519964,0.765486173601939,0.0,0.0,0.0,0.0,0.0,0.15,0.15,0.0,0.890625,0.921875,0.853801862158163,1.0,0.9062500000000001,0.9269009310790816,0.031250000000000056,0.146198137841837,0.0,0.0,0.11253132385915277,0.9263353927046913
svg/g/g_1/g_2/g_3/g_4/path_7,0.75,0.7071067811865476,0.9347786682026773,0.7469159972053376,0.9170124481327799,0.5274509803921569,0.667162808103579,0.6335177549519964,0.765486173601939,0.0,0.0,0.0,0.0,0.0,0.15,0.15,0.0,0.18750000000000006,0.21875000000000003,0.5669155961206518,1.0,0.20312500000000006,0.7834577980603259,0.031249999999999993,0.43308440387934843,0.0,0.0,0.7226548771577669,0.43951538197023904
svg/g/g_1/g_2/g_3/g_4/path_6,0.75,0.7071067811865476,0.9347786682026773,0.7469159972053376,0.9170124481327799,0.5274509803921569,0.667162808103579,0.6335177549519964,0.765486173601939,0.0,0.0,0.0,0.0,0.0,0.15,0.15,0.0,0.10937500000000004,0.14062500000000003,0.5909374638241485,1.0,0.12500000000000003,0.7954687319120743,0.031249999999999993,0.40906253617585175,0.0,0.0,0.7667345354592162,0.3448954077885624
svg/g/g_1/g_2/g_3/g_4/path_5,0.75,0.7071067811865476,0.9347786682026773,0.7469159972053376,0.9170124481327799,0.5274509803921569,0.667162808103579,0.6335177549519964,0.765486173601939,0.0,0.0,0.0,0.0,0.0,0.15,0.15,0.0,0.8125000000000002,0.8437500000000002,0.9068638186964275,1.0,0.8281250000000002,0.953431909348214,0.031250000000000056,0.09313618130357249,0.0,0.0,0.1489986743691184,0.8209484048920898
svg/g/g_1/g_2/g_3/g_4/path_4,0.75,0.7071067811865476,0.9347786682026773,0.7469159972053376,0.9170124481327799,0.5274509803921569,0.667162808103579,0.6335177549519964,0.765486173601939,0.0,0.0,0.0,0.0,0.0,0.15,0.15,0.0,0.65625,0.6875000000000001,0.8823637334522663,1.0,0.6718750000000001,0.941181866726133,0.031250000000000056,0.11763626654773406,0.0,0.0,0.27013543434177306,0.69055023218873
svg/g/g_1/g_2/g_3/g_4/path_3,0.75,0.7071067811865476,0.9347786682026773,0.7469159972053376,0.9170124481327799,0.5274509803921569,0.667162808103579,0.6335177549519964,0.765486173601939,0.0,0.0,0.0,0.0,0.0,0.15,0.15,0.0,0.9687500000000001,1.0,0.9858282272803665,1.0,0.984375,0.9929141136401833,0.031249999999999927,0.014171772719633649,0.0,0.0,0.0,0.894101382577202
svg/g/g_1/g_2/g_3/g_4/path_2,0.75,0.7071067811865476,0.9347786682026773,0.7469159972053376,0.9170124481327799,0.5274509803921569,0.667162808103579,0.6335177549519964,0.765486173601939,0.0,0.0,0.0,0.0,0.0,0.15,0.15,0.0,0.5,0.53125,0.9939940952702538,1.0,0.515625,0.9969970476351271,0.031249999999999993,0.006005904729746173,0.0,0.0,0.3305522271897238,0.45779628091967284
svg/g/g_1/g_2/g_3/g_4/path_1,0.75,0.7071067811865476,0.9347786682026773,0.7469159972053376,0.9170124481327799,0.5274509803921569,0.667162808103579,0.6335177549519964,0.765486173601939,0.0,0.0,0.0,0.0,0.0,0.15,0.15,0.0,0.26562500000000006,0.29687499999999994,0.9924684962541164,1.0,0.28125,0.9962342481270582,0.03124999999999996,0.007531503745883734,0.0,0.0,0.49096036103625834,0.22494225366617426
svg/g/g_1/g_2/g_3/g_4/path,0.75,0.7071067811865476,0.9347786682026773,0.7469159972053376,0.9170124481327799,0.5274509803921569,0.667162808103579,0.6335177549519964,0.765486173601939,0.0,0.0,0.0,0.0,0.0,0.15,0.15,0.0,0.42187500000000006,0.45312500000000006,0.9979532233679231,1.0,0.43750000000000006,0.9989766116839616,0.031249999999999993,0.002046776632076969,0.0,0.0,0.38215198561376934,0.3771757655579749
